Aloe Unique Age Defying Day Cream 50ml,Aloe Unique,Moisturizers,TSP254F60C0021,3250,"Aloe Unique Age Defying Day Cream is a deep nourishing moisturizer cream with Aloe Ferox and vitamin A, B, C and E for dry and mature skin types.",,Aloe-Unique-Age-Defying-Day-Cream-50ml-1-300x300.jpg,Anti-aging
Asantee Tamarind & Honey Herbal Soap 125g,Asantee,Soaps,TSP254F60C0022,550,Asantee Tamarind & Honey Herbal Soap relies on the combination of natural benefits that are prevalent among each ingredient to brighten up the skin by hiding acne.,,Asantee-Tamarind-Honey-Herbal-Soap-125g-300x300.jpg,"Acne & Blemishes, Anti-aging, Dark Spots, Wrinkles & Fine Lines"
Old Spice BearGlove Deodorant Stick 50ml,Old Spice,Deodorants,TSP254F60C0023,850,"Old Spice BearGlove Deodorant Stick will leave your skin pleasantly fragrant and fight odor, which is caused when sweat reacts with bacteria on the skin.",,Old-Spice-BearGlove-Deodorant-Stick-50ml-300x300.jpg,Sweating & Body Odor
Ferragamo Signorina Ribelle EDP 100ml,Ferragamo,Women's Perfumes,TSP254F60C0024,11800,"Salvatore Ferragamo Signorina Ribelle EDP is an Amber Floral fragrance for women. A surprising yet rebel creation, built on shining contrasts of vivid Mandarin and juicy Red Pear, sophisticated Pink Pepper and daring Ylang-Ylang.",,Salvatore-Ferragamo-Signorina-Ribelle-Eau-de-Parfum-100ml-300x300.jpg,
Magic Regular Strength Cream Shave 170g,Magic,Shave Care,TSP254F60C0025,2250,Magic Regular Strength Cream Shave by SoftSheen Carson is a razorless shaving depilatory cream that works in 4 minutes and helps stop razor burns for Black Men.,,SoftSheen-Carson-Magic-Shaving-Cream-Regular-Strength-170g-1-300x300.jpg,
Fruit of the Wokali Golden Snail Facial Serum 8in1 40ml,Fruit Of The Wokali,Serums,TSP254F60C0026,1050,Fruit of the Wokali Golden Snail Facial Serum 8in1 actively moisturizes and improves skin look. It spreads easily and leaves skin silky when absorbed.,,Fruit-of-the-Wokali-Golden-Snail-Facial-Serum-8-in-1-40ml-300x300.jpg,Anti-aging
Simple Kind to Skin Replenishing Rich Moisturizer 125ml,Simple,Moisturizers,TSP254F60C0027,1150,"Simple Kind to Skin Replenishing Rich Moisturizer is a vitamin-rich, replenishing moisturizer to help smooth and soften skin. Made with only the purest ingredients, for sensitive skin.",,Simple-Kind-to-Skin-Replenishing-Rich-Moisturizer-125ml-300x300.jpg,Sensitive Inflamed Skin
Magic Extra Strength Shaving Powder 142g,Magic,Shave Care,TSP254F60C0028,1150,Magic Extra Strength Shaving Powder by SoftSheen Carson is a razorless shaving depilatory powder that works in 4 minutes and helps stop razor burns for Black Men.,,SoftSheen-Carson-Magic-Extra-Strength-Shaving-Powder-142g-1-300x300.jpg,
Mary Kay Clear Proof Acne System Set,Mary Kay,Gifts & Sets,TSP254F60C0029,9200,Mary Kay Clear Proof Acne System Set is an effective regimen clinically shown to provide clearer skin in just 7 days  the value-priced set of 4 products.,,Mary-Kay-Clear-Proof-Acne-System-Set-300x300.jpg,Acne & Blemishes
Clear Essence Platinum Skin Beautifying Milk 237ml,Clear Essence,Moisturizers,TSP254F60C0030,1800,"Clear Essence Platinum Skin Beautifying Milk (Maxi-Tone) eliminates dark spots on the skin to reveal a youthful, bright, and even skin tone.",,Clear-Essence-Platinum-Skin-Beautifying-Milk-237ml-300x300.jpg,"Dark Spots, Dry Skin, Uneven Skin Tone"
Mosara Rich Conditioner Multitask 250ml,Mosara,Conditioners,TSP254F60C0031,900,"Mosara Rich Conditioner Multitask is a 3 in 1 formula that can be used as a pre-shampoo treatment, an after shampoo conditioner and as a co-wash.",,Mosara-Rich-Conditioner-Multitask-250ml-1-300x300.jpg,"Detangling, Dry Hair"
Bath & Body Works Japanese Cherry Blossom Fragrance Mist 236ml,Bath & Body Works,Body Mists,TSP254F60C0032,2200,Japanese Cherry Blossom Fine Fragrance Mist by Bath and Body Works scents your skin with a light-as-air-mist thats super layerable.,,Bath-and-Body-Works-Japanese-Cherry-Blossom-Fine-Fragrance-Mist-236ml-300x300.jpg,Sweating & Body Odor
Bath & Body Works Into The Night Shower Gel 295ml,Bath & Body Works,Shower Gels,TSP254F60C0033,2200,"Into The Night Shower Gel by Bath and Body Works is a timeless, feminine, alluring night on the town that leaves your skin feeling fresh, clean and beautifully fragranced.",,Bath-Body-Works-Into-The-Night-Shower-Gel-295ml-300x300.jpg,
Bio Balance Super Serum Collagen Vitamin C 30ml,Bio Balance,Serums,TSP254F60C0034,2600,"Bio Balance Super Serum Collagen Vitamin C evens out skin tone and texture; boosts elasticity for firmer skin; leaves complexions soft, smooth and radiant. Vitamin C helps to minimize and prevent the appearance of dark spots, fine lines and wrinkles.",,Bio-Balance-Super-Serum-Collagen-Vitamin-C-30ml-300x300.jpg,"Dark Spots, Lifting & Firming, Uneven Skin Tone, Wrinkles & Fine Lines"
Aloe Unique Gentle Facial Wash 150ml,Aloe Unique,Cleansers,TSP254F60C0035,3050,"Aloe Unique Gentle Facial Wash is a foaming cleanser for blemished prone skin with Aloe Ferox and vitamin A, B, C and E for oily / normal and combination skin types.",,Aloe-Unique-Gentle-Facial-Wash-150ml-300x300.jpg,"Acne & Blemishes, Large Pores, Sensitive Inflamed Skin"
Afnan Oud Rising EDP Spray 80ml,Afnan,Unisex Perfumes,TSP254F60C0036,9700,Afnan Oud Rising EDP Spray is a new Woody Spicy fragrance for women and men. A unisex fragrance that embodies the essence of luxury and sophistication.,,Afnan-Oud-Rising-EDP-Spray-80ml-300x300.jpg,
Kojie San Skin Lightening Classic Soap 3x100g,Kojie San,Soaps,TSP254F60C0037,1200,"Kojie San Skin Lightening Classic Soap contains high grade all-natural Kojic Acid that helps prevent melanin production, making skin lighter & clearer.",,Kojie-San-Skin-Lightening-Classic-Soap-3x100g-300x300.jpg,"Acne & Blemishes, Dark Spots, Uneven Skin Tone"
The Ordinary Glycolic Acid 7% Toning Solution 240ml,The Ordinary,Toners,TSP254F60C0038,3500,The Ordinary Glycolic Acid 7% Toning Solution offers mild exfoliation for improved skin radiance and visible clarity. The formula also improves the appearance of skin texture with continued use.,,The-Ordinary-Glycolic-Acid-7-Toning-Solution-240ml-300x300.jpg,
The Ordinary Glycolic Acid 7% Exfoliating Toner 240ml,The Ordinary,Toners,TSP254F60C0039,3450,"The Ordinary Glycolic Acid 7% Exfoliating Toner (previously The Ordinary Glycolic Acid 7% Toning Solution) is an exfoliator that significantly smoothes skin texture and promotes the appearance of a more even skin tone, as well as more luminous skin, with regular use.",,The-Ordinary-Glycolic-Acid-7-Exfoliating-Toner-240ml-300x300.jpg,
Palmers Cocoa Butter Massage Lotion Stretch Marks 250ml,Palmers,Moisturizers,TSP254F60C0040,1500,Palmers Cocoa Butter Massage Lotion Stretch Marks helps visibly improve skin elasticity and improve the appearance of stretch marks.,,Palmers-Cocoa-Butter-Massage-Lotion-Stretch-Marks-250ml-300x300.jpg,"Dry Skin, Stretchmarks"
C.O. Bigelow Violet Mint Mentha Lip Tint 14g,C.O. Bigelow,Lip Gloss,TSP254F60C0041,2000,"C.O. Bigelow Violet Mint Mentha Lip Tint delivers high-shine, a hint-of-tint and a super cooling sensation with the same great moisturizing formula you know and love!",,C.-O.-Bigelow-Violet-Mint-Mentha-Lip-Tint-300x300.jpg,Dry Lips
Mosara Deep Treatment Masque Nourish 400g,Mosara,Conditioners,TSP254F60C0042,1200,"Mosara Deep Treatment Masque Nourish replenishes dry hair with moisture while nourishing the hair strand for lasting softness, elasticity, and manageability.",,Mosara-Deep-Treatment-Masque-Nourish-400gms-300x300.jpg,Dry Hair
Mosara Hydrating Butter Restore 400g,Mosara,Conditioners,TSP254F60C0043,1450,"Mosara Hydrating Butter restores moisture back into your strands, leaving your hair hydrated, shiny and looking fresh for days with its unique blend of oils andbutters.",,Mosara-Hydrating-Butter-Restore-400g-300x300.jpg,Dry Hair
Mosara Sulfate Free Shampoo Cleanse 250ml,Mosara,Shampoos,TSP254F60C0044,950,"Mosara Sulfate Free Shampoo cleanses while promising to increase body, softness, and shine, as well as protect against hair and scalp ageing.",,Mosara-Sulfate-Free-Shampoo-Cleanse-250ml-1-300x300.jpg,Dry Hair
Bath & Body Works Mad About You Fragrance Mist 236ml,Bath & Body Works,Body Mists,TSP254F60C0045,2200,Mad About You Fine Fragrance Mist by Bath and Body Works scents your skin with a light-as-air-mist thats super layerable.,,Bath-and-Body-Works-Mad-About-You-Fine-Fragrance-Mist-236ml-300x300.jpg,Sweating & Body Odor
La Roche-Posay Effaclar Purifying Foaming Gel 400ml,La Roche-Posay,Cleansers,TSP254F60C0046,3200,"LA Roche Effaclar Purifying Foaming Gel is a foaming cleanser specially formulated for sensitive, oily, acne-prone skin. This Effaclar foaming face wash is gentle and effective acne face wash eliminates impurities, excess sebum and lifts away dirt.",,LA-Roche-Effaclar-Purifying-Foaming-Gel-400ml-300x300.jpg,"Acne & Blemishes, Oily Skin"
Aurora Eleganza Pour Femme EDP 100ml,Aurora Scents,Women's Perfumes,TSP254F60C0047,7800,"Aurora Eleganza Pour Femme EDP Spray is a modern, cool oriental fragrance that reveals grandeur and allure in women.",,Aurora-Eleganza-Pour-Femme-EDP-Spray-100ml-300x300.jpg,
Aloe Unique Everyday Facial Lotion 100ml,Aloe Unique,Moisturizers,TSP254F60C0048,2500,"Aloe Unique Everyday Facial Lotion increases hydration and protects skin with Aloe Ferox & Vitamin Complex for normal, Combination & Oily skin types.",,Aloe-Unique-Everyday-Facial-Lotion-100ml-300x300.jpg,Dry Skin
AcneVit Anti-Acne Serum 30ml,Acnevit,Serums,TSP254F60C0049,2150,"Acnevit Anti-Acne Serum treats acne, prevents acne formation and lightens the color of acne marks, reduces skin shine and blackheads to provide uniform looking skin.",,Acnevit-Anti-acne-Serum-300x300.jpg,"Acne & Blemishes, Dry Skin, Uneven Skin Tone"
American Dream Oud Dark Amber Body Cream 500ml,American Dream,Body Creams,TSP254F60C0050,1950,"American Dream Oud Dark Amber Body Cream combines spicy and warm notes with a sensual touch, leaving your skin feeling nourished and moisturized all day long.",,American-Dream-Oud-Dark-Amber-Body-Cream-500ml-300x300.jpg,
Tabac Original Hair Lotion Oil 200ml,Tabac,Conditioners,TSP254F60C0051,2650,Tabac Original Hair Lotion Oil is an intensivehair lotion for men thatimproves blood circulation in the scalp and helps keep it healthy and fresh.,,Tabac-Original-Hair-Lotion-Oil-200ml-300x300.jpg,
Fundamentals 2% Alpha Arbutin + 2% Licorice Extract Serum 30ml,Fundamentals,Serums,TSP254F60C0052,3050,"Fundamentals 2% Alpha Arbutin + 2% Licorice Extract Serum manages uneven skin tone, reduce post breakout marks, manage pigmentation, plump and hydrate skin.",,Fundamentals-2-Alpha-Arbutin-2-Licorice-Extract-Serum-30ml-300x300.jpg,Uneven Skin Tone
Alara Vitamin C With Glutathione Brightening Soap 150g,Alara,Soaps,TSP254F60C0053,600,Alara Vitamin C with Glutathione Brightening Soap acts on impurities to help refine skin tone leaving skin complexion cleanser and brighter.,,Alara-Vitamin-C-Brightening-Soap-150g-300x300.jpg,
La Roche-Posay Anthelios Clear Skin Sunscreen SPF 60 50ml,La Roche-Posay,Sunscreens,TSP254F60C0054,4550,"La Roche-Posay Anthelios Clear Skin Sunscreen SPF 60 provides advanced protection while absorbing pore-clogging oil, even in heat and humidity.",,La-Roche-Posay-Anthelios-Clear-Skin-Sunscreen-SPF-60-50ml-300x300.jpg,"Acne & Blemishes, Dark Spots, Oily Skin, Sunburns"
Neutrogena Hydro Boost Water Gel with Hyaluronic Acid 50ml,Neutrogena,Moisturizers,TSP254F60C0055,3550,"Neutrogena Hydro Boost Water Gel with Hyaluronic Acid instantly quenches dry skin and keeps it looking smooth, supple and hydrated day after day.",,Neutrogena-Hydro-Boost-Water-Gel-with-Hyaluronic-Acid-50ml-300x300.jpg,
Fundamentals 15% Vitamin C Water-Free Serum 30ml,Fundamentals,Serums,TSP254F60C0056,3000,Fundamentals 15% Vitamin C Water-Free Serum is a water free L-Ascorbic Acid serum which is highly stable and wont sting when applying.,,Fundamentals-15-Vitamin-C-Water-Free-Serum-30ml-300x300.jpg,"Anti-aging, Dark Spots, Uneven Skin Tone"
Fruit of the Wokali Rice Repairing Anti-Aging Cream 115g,Fruit Of The Wokali,Moisturizers,TSP254F60C0057,750,"Fruit of the Wokali Rice Repairing Anti-Aging Cream is formulated with whiterice essence to nourish, moisturize and help in skin regeneration.",,Fruit-of-the-Wokali-Rice-Repairing-Anti-Aging-Cream-115g-300x300.jpg,"Anti-aging, Wrinkles & Fine Lines"
Fruit of the Wokali High Protection Sun Cream SPF60 130ml,Fruit Of The Wokali,Sunscreens,TSP254F60C0058,850,"Fruit of the Wokali High Protection Sun Cream SPF60 prevents UVA/UVB for 14 hours & 2 hours in the water, avoiding skin early aging caused by excess sunshine.",,Fruit-of-the-Wokali-High-Protection-Sun-Cream-SPF60-130ml-300x300.jpg,"Anti-aging, Wrinkles & Fine Lines"
Fruit of the Wokali Collagen Anti-Aging Serum 40ml,Fruit Of The Wokali,Serums,TSP254F60C0059,950,"Fruit of the Wokali Collagen Anti-Aging Serum helps with anti-aging, enhances elasticity and helps boost skin strength, plus hydrate and nourish it.",,Fruit-of-the-Wokali-Collagen-Anti-Aging-Serum-40ml-300x300.jpg,"Anti-aging, Wrinkles & Fine Lines"
Creme Of Nature Exotic Shine Color Soft Black 3.0,Creme Of Nature,Colors & Dyes,TSP254F60C0060,1200,"Creme Of Nature Exotic Shine Color  Soft Black leaves in better condition. Fade-resistant formula, Rich, Vibrant Color Tones, Nourishing Micro-Sphere Technology.",,Creme-of-Nature-Exotic-Shine-Color-Soft-Black-3.0-300x300.jpg,Hair Beauty
C.O. Bigelow VanillaMint Supreme 2X Lip Shine 14g,C.O. Bigelow,Lip Gloss,TSP254F60C0061,2200,"C.O. Bigelow VanillaMint Supreme 2X Lip Shine gives your lips high shine, incredible moisture and a refreshing, minty, cooling sensation to keep them looking and feeling their best.",,C.O.-Bigelow-VanillaMint-Supreme-2X-Lip-Shine-14g-300x300.jpg,Dry Lips
